Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,easyauto.ae,cargaragefinder.ae,mechanicar.com,bestserviceuae.com,autopro.ae,easyauto.ae (pages),cargaragefinder.ae (pages),mechanicar.com (pages),bestserviceuae.com (pages),autopro.ae (pages),Results
car detailing home service,Commercial,30,26,1.79,0.63,0,0,0,0,75,,,,,https://www.autopro.ae/additional-services/detailing,82500000
car detailing interior,Transactional,30,12,0.58,0.29,0,0,0,0,1,,,,,https://www.autopro.ae/additional-services/detailing,213000000
car detailing near me prices,Informational,30,5,1.00,0.89,0,85,0,0,16,,https://cargaragefinder.ae/news/best-car-detailing-dubai,,,https://www.autopro.ae/additional-services/detailing,53100000
car detailing products,Commercial,30,40,0.63,1.00,0,0,0,0,76,,,,,https://www.autopro.ae/additional-services/detailing,239000000
car diagnostic near me,Commercial,30,5,3.38,0.54,0,0,0,0,22,,,,,https://www.autopro.ae/,133
car discounts,Informational,30,21,1.06,0.59,0,0,0,0,12,,,,,https://www.autopro.ae/promotions,136
car doctor,Commercial,30,5,4.09,0.18,0,0,11,0,0,,,https://www.mechanicar.com/united-arab-emirates/dubai/car-doctor-garage,,,3460000000
car dry cleaning near me,Commercial,30,33,0.96,0.65,0,0,0,0,5,,,,,https://www.autopro.ae/prowash,135
car garage in al ain,Commercial,30,14,1.04,0.57,0,0,40,53,0,,,https://www.mechanicar.com/united-arab-emirates/al-ain/world-link-auto-centre-2,https://bestserviceuae.com/garage/al-ain/,,127
car glass polish near me,Commercial,30,4,1.17,0.95,0,0,0,79,54,,,,https://bestserviceuae.com/dubai/glass/,https://www.autopro.ae/additional-services/detailing,127
car interior accessories near me,Commercial,30,-1,0.56,0.91,0,55,0,0,0,,https://cargaragefinder.ae/directory/auto-mart-car-accessories-ajman,,,,179
car interior cleaning at home,Informational,30,18,1.28,1.00,0,0,0,0,45,,,,,https://www.autopro.ae/additional-services/detailing,134
car interior polish,Informational,30,11,0.65,1.00,0,0,0,0,4,,,,,https://www.autopro.ae/additional-services/detailing,96700000
car loan without credit check uae,Informational,30,13,1.23,0.79,0,71,0,0,0,,https://cargaragefinder.ae/directory/mycarloan-ae-auto-dubai,,,,107
car maintenance service near me,Commercial,30,22,2.43,0.46,0,0,0,0,2,,,,,https://www.autopro.ae/,133
car manual wash near me,Commercial,30,-1,0.83,0.37,0,0,0,0,3,,,,,https://www.autopro.ae/prowash,130
car mobile service near me,Commercial,30,8,2.60,0.95,0,64,0,0,7,,https://cargaragefinder.ae/directory/mobile-services-dubai,,,https://www.autopro.ae/additional-services/mobile-vehicle,133
car odor removal service,Informational,30,4,1.28,0.59,0,0,0,0,58,,,,,https://www.autopro.ae/additional-services/detailing,126
car odour removal service,Informational,30,3,1.28,0.59,0,0,0,0,59,,,,,https://www.autopro.ae/additional-services/detailing,132
car oil change abu dhabi,Commercial,30,7,2.47,0.33,0,0,0,0,85,,,,,https://www.autopro.ae/oil-change,131
car oil change price in dubai,Informational,30,6,1.17,0.76,0,0,0,0,3,,,,,https://www.autopro.ae/oil-change?csrt=8377928392413804044,114
car oil change prices near me,Commercial,30,10,0.95,0.54,0,0,0,0,9,,,,,https://www.autopro.ae/oil-change,764000000
car oil leak repair cost,Informational,30,12,1.96,0.71,0,0,0,0,74,,,,,https://www.autopro.ae/oil-change,102
car paint price in uae,Informational,30,4,0.91,0.50,0,32,0,0,0,,https://cargaragefinder.ae/news/car-painting-cost-uae,,,,113
car plastic polish,Informational,30,13,0.43,1.00,0,0,0,0,26,,,,,https://www.autopro.ae/additional-services/detailing,130
car polish price,Informational,30,5,0.71,0.94,0,0,0,0,11,,,,,https://www.autopro.ae/additional-services/detailing,115
car polishing mussafah,Commercial,30,13,1.66,0.85,0,44,13,0,0,,https://cargaragefinder.ae/directory/highlight-car-polishing-and-auto-accessories-abu-dhabi,https://www.mechanicar.com/united-arab-emirates/abu-dhabi/al-raad-car-polishing,,,134
car puncture shop near me,Commercial,30,7,1.74,0.64,0,0,0,0,12,,,,,https://www.autopro.ae/tyres,14200000
car remote battery replacement near me,Commercial,30,8,2.52,0.72,0,82,0,0,0,,https://cargaragefinder.ae/directory/car-service-and-battery-replacement-dubai,,,,103
car repair center,Commercial,30,50,1.32,0.43,0,0,0,0,1,,,,,https://www.autopro.ae/,132
car repair online,Informational,30,41,2.17,0.86,0,0,0,0,8,,,,,https://www.autopro.ae/,624000000
car repair ras al khor,Commercial,30,4,2.08,0.54,0,0,0,0,20,,,,,https://www.autopro.ae/,275000
car restoration near me,Commercial,30,7,1.58,0.59,0,0,0,26,21,,,,https://bestserviceuae.com/dubai/restoration/,https://www.autopro.ae/,123
car rust proofing dubai,"Informational, Transactional",30,7,2.52,0.86,0,0,0,0,70,,,,,https://www.autopro.ae/,120
car salon,Commercial,30,28,1.27,0.27,0,0,0,0,54,,,,,https://www.autopro.ae/additional-services/detailing,533000000
car service application,Informational,30,29,1.87,0.69,0,0,0,0,22,,,,,https://www.autopro.ae/,4150000000
car service near me open now,Commercial,30,19,5.15,0.71,0,0,0,0,1,,,,,https://www.autopro.ae/,136
car service nearby,Commercial,30,31,3.57,0.93,0,0,0,0,1,,,,,https://www.autopro.ae/,1250000000
car service package dubai,Informational,30,12,2.36,0.56,0,0,0,0,9,,,,,https://www.autopro.ae/,125
car shine rubbing compound,Informational,30,12,0.24,1.00,0,0,0,0,35,,,,,https://www.autopro.ae/additional-services/detailing,83
car shops open near me,Commercial,30,10,2.95,0.67,0,0,0,0,1,,,,,https://www.autopro.ae/,3300000000
car soap,Informational,30,17,0.36,0.98,0,0,0,0,43,,,,,https://www.autopro.ae/prowash,778000000
car sound shops near me,Commercial,30,17,0.90,0.98,0,76,0,0,0,,https://cargaragefinder.ae/directory/serious-sound-dubai,,,,127
car stereo repair shop near me,Commercial,30,16,1.22,0.53,0,0,0,0,37,,,,,https://www.autopro.ae/,105
car technician,"Commercial, Informational",30,33,2.86,0.24,0,0,0,0,1,,,,,https://www.autopro.ae/,2340000000
car tinting offers,Informational,30,12,1.95,1.00,0,0,0,0,14,,,,,https://www.autopro.ae/additional-services/tinting,126
car tire price in uae,Informational,30,25,0.76,1.00,0,0,0,0,25,,,,,https://www.autopro.ae/tyres,26600000
car tire shop near me,Commercial,30,32,1.52,0.71,0,71,0,0,7,,https://cargaragefinder.ae/directory/tyre-shop-near-me-dubai,,,https://www.autopro.ae/tyres,127
car tires for sale,Commercial,30,31,0.92,0.69,0,0,0,0,8,,,,,https://www.autopro.ae/tyres,205
car tires offers,Informational,30,4,0.71,0.87,0,0,0,0,6,,,,,https://www.autopro.ae/promotions/get-4-tyres-save-aed-780,123
car tyres for sale,Transactional,30,33,0.72,0.98,0,0,0,0,8,,,,,https://www.autopro.ae/tyres,127
car tyres online,Informational,30,38,0.97,1.00,0,0,0,0,39,,,,,https://www.autopro.ae/tyres,97900000
car upholstery cleaning dubai,Commercial,30,-1,2.01,0.74,0,0,0,0,14,,,,,https://www.autopro.ae/additional-services/detailing,128
car valet,Commercial,30,37,1.58,0.66,0,0,0,0,8,,,,,https://www.autopro.ae/prowash,200000000
car valet dubai,Commercial,30,29,1.90,0.99,0,0,0,0,7,,,,,https://www.autopro.ae/prowash,135
car warranty dubai,Informational,30,12,2.03,0.50,0,0,0,0,5,,,,,https://www.autopro.ae/promotions/autopro-extended-warranty-is-launching-in-the-uae,29900000
car warranty for used cars,Informational,30,30,1.30,0.36,0,0,0,0,17,,,,,https://www.autopro.ae/promotions/autopro-extended-warranty-is-launching-in-the-uae,160
car wash and detail near me,Commercial,30,15,1.10,0.58,0,0,0,0,13,,,,,https://www.autopro.ae/prowash,138
car wash and polish near me,Commercial,30,17,1.10,0.54,0,0,0,0,2,,,,,https://www.autopro.ae/additional-services/detailing,135
car wash business,Informational,30,7,0.61,0.28,0,0,0,0,38,,,,,https://www.autopro.ae/prowash,129
car wash business dubai,Transactional,30,9,1.77,0.83,0,0,0,0,24,,,,,https://www.autopro.ae/prowash,130
car wash cleaner,Informational,30,19,0.93,0.91,0,0,0,0,6,,,,,https://www.autopro.ae/prowash,139
car wash equipment dubai,Commercial,30,9,0.37,1.00,0,0,0,0,44,,,,,https://www.autopro.ae/prowash,135
car wash in karama,Informational,30,11,1.06,0.34,0,0,0,0,2,,,,,https://www.autopro.ae/prowash,133
car wash inside and out,Commercial,30,29,1.25,0.83,0,0,0,0,2,,,,,https://www.autopro.ae/prowash,137
car wash near by me,Informational,30,20,0.95,0.27,0,0,0,0,3,,,,,https://www.autopro.ae/prowash,642000000
car wash near me prices,Informational,30,18,0.70,0.57,0,0,0,0,4,,,,,https://www.autopro.ae/prowash,303000000
car wash polish,Commercial,30,11,1.03,0.99,0,0,0,0,9,,,,,https://www.autopro.ae/additional-services/detailing,64000000
car wash site,Informational,30,25,0.63,0.53,0,0,0,0,3,,,,,https://www.autopro.ae/prowash,138
car wash subscription,Informational,30,7,0.81,0.48,0,0,0,0,26,,,,,https://www.autopro.ae/prowash,136
car wash website,Informational,30,30,0.63,0.53,0,0,0,0,4,,,,,https://www.autopro.ae/prowash,136
car wax and polish,Informational,30,21,1.11,0.96,0,0,0,0,18,,,,,https://www.autopro.ae/additional-services/detailing,136
car window tinting cost,Informational,30,5,1.64,0.89,0,83,0,0,50,,https://cargaragefinder.ae/news/car-tinting-dubai-cost-options,,,https://www.autopro.ae/additional-services/tinting,6020000
cardip uae,Navigational,30,21,2.50,0.41,0,0,0,17,0,,,,https://bestserviceuae.com/garage/cardip-best-auto-care-in-dubai/,,111
care tyre,Commercial,30,17,1.88,0.66,0,0,43,0,32,,,https://www.mechanicar.com/united-arab-emirates/dubai/quick-tyres-auto-care,,https://www.autopro.ae/home/tyres,129
carwash polish,Commercial,30,17,1.03,0.89,0,0,0,0,2,,,,,https://www.autopro.ae/additional-services/detailing,132
castrol oil change near me,Informational,30,14,2.01,0.77,0,0,0,58,32,,,,https://bestserviceuae.com/ajman/oil-change/,https://www.autopro.ae/oil-change?csrt=8377928392413804044,101
ceramic tint cost,Informational,30,15,1.62,0.97,0,0,0,0,35,,,,,https://www.autopro.ae/additional-services/tinting,118
change my car battery,Commercial,30,24,15.32,0.79,0,0,0,0,46,,,,,https://www.autopro.ae/additional-services/battery,128
cheap and best tyres in uae,Informational,30,28,0.70,0.94,0,0,0,0,6,,,,,https://www.autopro.ae/tyres,106
cheap car battery replacement,Commercial,30,19,4.88,0.86,0,0,0,0,25,,,,,https://www.autopro.ae/additional-services/battery,184
cheap car battery replacement near me,Commercial,30,-1,6.53,1.00,0,80,0,0,62,,https://cargaragefinder.ae/directory/best-auto-car-battery-change-service-dubai,,,https://www.autopro.ae/additional-services/battery,184
cheap car service,Commercial,30,9,1.87,0.82,0,0,0,0,3,,,,,https://www.autopro.ae/,137
cheap oil change,Commercial,30,9,1.60,1.00,0,0,0,72,4,,,,https://bestserviceuae.com/dubai/oil-change/,https://www.autopro.ae/promotions,134
cheap tires near me,Commercial,30,30,1.32,1.00,0,0,0,0,18,,,,,https://www.autopro.ae/tyres,196
cheap tyre shop near me,Transactional,30,32,1.22,0.94,0,0,0,0,9,,,,,https://www.autopro.ae/tyres,206
cheap tyres near me,Transactional,30,40,1.31,0.97,0,0,0,0,7,,,,,https://www.autopro.ae/tyres,136
classic car garage,Commercial,30,16,3.16,0.31,0,64,0,0,0,,https://cargaragefinder.ae/directory/classic-vintage-cars-boutique-dubai,,,,134
clean car uae,Navigational,30,29,0.97,0.57,0,0,0,0,17,,,,,https://www.autopro.ae/prowash,68
cobone car detailing,"Navigational, Transactional",30,12,0.87,1.00,0,0,0,0,7,,,,,https://www.autopro.ae/additional-services/detailing,129
continental tires near me,Commercial,30,25,1.55,0.53,0,0,0,0,42,,,,,https://www.autopro.ae/tyres,109
cooper tires dubai,Informational,30,11,0.81,1.00,0,0,0,0,56,,,,,https://www.autopro.ae/tyres,166
cooper tires uae,Commercial,30,9,0.51,1.00,0,0,0,0,58,,,,,https://www.autopro.ae/tyres,100
cost to paint a car,Informational,30,17,1.30,0.94,0,45,0,0,0,,https://cargaragefinder.ae/news/car-painting-cost-uae,,,,355000000
cut and polish car,Informational,30,10,1.20,0.89,0,0,0,0,21,,,,,https://www.autopro.ae/additional-services/detailing,135
dana trade dubai,Navigational,30,18,0.99,0.39,0,0,0,38,0,,,,https://bestserviceuae.com/garage/dynatrade-llcdubai-branchwh/,,97
dash polish,Informational,30,6,0.35,0.99,0,0,0,0,79,,,,,https://www.autopro.ae/additional-services/detailing,174000000
detail shop near me,Commercial,30,21,2.01,0.69,0,0,0,0,13,,,,,https://www.autopro.ae/additional-services/detailing,124
detailing services,Commercial,30,36,1.96,0.58,0,0,0,0,3,,,,,https://www.autopro.ae/additional-services/detailing,4550000000
dial a battery review,Informational,30,12,2.48,0.22,0,25,0,0,0,,https://cargaragefinder.ae/directory/dial-a-battery-abu-dhabi,,,,102
dollar rent a car mussafah,"Informational, Transactional",30,15,1.02,0.52,0,19,0,0,0,,https://cargaragefinder.ae/directory/dollar-car-rental-mussafah-m3-abu-dhabi,,,,109
drive rent a car dubai,Commercial,30,53,1.84,1.00,0,77,0,0,0,,https://cargaragefinder.ae/directory/drive-club-car-rental-dubai,,,,108
dubai car tint rules,Informational,30,7,0.40,0.18,0,72,0,0,0,,https://cargaragefinder.ae/news/uae-car-tinting-laws,,,,103
dubai tire companies,Commercial,30,10,1.15,0.66,0,0,0,0,6,,,,,https://www.autopro.ae/tyres,111
dunlop pro,Navigational,30,27,1.21,0.81,0,19,0,0,0,,https://cargaragefinder.ae/directory/dunlop-proshop-al-quoz-dubai,,,,108
dunlop pro shop dubai,Commercial,30,16,2.27,0.66,0,16,0,79,29,,https://cargaragefinder.ae/directory/dunlop-proshop-khaled-bin-al-waleed-dubai,,https://bestserviceuae.com/garage/dunlop-proshop-31400/,https://www.autopro.ae/tyres,106
dunlop tyre shop,Commercial,30,21,1.18,0.38,0,51,0,0,53,,https://cargaragefinder.ae/directory/dunlop-proshop-al-quoz-dubai,,,https://www.autopro.ae/tyres,111
dynatrade insurance,Navigational,30,12,3.12,0.98,0,79,0,0,0,,https://cargaragefinder.ae/directory/dynatrade-auto-and-service-centre-dubai,,,,6690
e scooter service,Commercial,30,6,0.42,0.47,0,29,0,0,0,,https://cargaragefinder.ae/directory/dubai-scooter-service-repair-dubai,,,,167000000
electric car garage near me,Commercial,30,9,2.02,0.52,0,29,0,0,0,,https://cargaragefinder.ae/directory/category/ev-hybrid,,,,130
elite car care,Navigational,30,14,1.37,0.66,0,0,37,0,0,,,https://www.mechanicar.com/united-arab-emirates/dubai/elite-car-washing-maintenance,,,362000000
elite car detailing,Commercial,30,7,1.04,0.14,0,0,0,0,59,,,,,https://www.autopro.ae/additional-services/detailing,134
elite shine car polish services,Informational,30,21,1.22,0.33,0,0,0,0,39,,,,,https://www.autopro.ae/additional-services/detailing?csrt=14607301757989283322,3460000
emad rent a car jlt,Navigational,30,19,1.24,0.49,0,20,0,0,0,,https://cargaragefinder.ae/directory/al-emad-car-rental-jlt-dubai,,,,101
emergency car repair,Commercial,30,10,3.01,0.78,0,0,0,0,3,,,,,https://www.autopro.ae/additional-services/mobile-vehicle?csrt=14163942802336235301,578000000
emirates universal tyres,Informational,30,14,0.76,0.11,0,0,0,0,63,,,,,https://www.autopro.ae/tyres,110
engine bay cleaning near me,Commercial,30,6,1.14,0.76,0,0,0,0,27,,,,,https://www.autopro.ae/prowash,136
engine cleaning service,Informational,30,6,1.22,0.63,0,0,0,0,72,,,,,https://www.autopro.ae/oil-change,127
engine oil change price,Informational,30,17,1.01,0.93,0,0,0,0,6,,,,,https://www.autopro.ae/oil-change,123
engine oil price in dubai,Informational,30,8,0.44,1.00,0,0,0,0,10,,,,,https://www.autopro.ae/oil-change,117
engine oil service,Informational,30,9,2.81,0.45,0,0,0,0,4,,,,,https://www.autopro.ae/oil-change,135
engine oil uae,Commercial,30,11,1.03,0.53,0,0,0,0,79,,,,,https://www.autopro.ae/oil-change,40100000
engine repair near me,Commercial,30,12,2.73,0.50,0,0,0,0,12,,,,,https://www.autopro.ae/,136
engine wash near me,Commercial,30,5,1.24,0.66,0,0,0,0,5,,,,,https://www.autopro.ae/prowash,158000000
enoc car wash price dubai,Informational,30,17,0.42,0.24,0,0,0,0,2,,,,,https://www.autopro.ae/promotions,104
enoc engine oil price,Informational,30,9,0.20,1.00,0,0,0,0,1,,,,,https://www.autopro.ae/products/enoc-Lubricants-products,114
enterprise dubai airport terminal 3,"Navigational, Transactional",30,17,1.75,0.29,0,37,0,0,0,,https://cargaragefinder.ae/directory/enterprise-rent-a-car-airport-3-dubai,,,,106
exotic garage,Commercial,30,11,1.47,0.78,0,0,0,32,0,,,,https://bestserviceuae.com/garage/exotic-cars-garage-dubai/,,106
ezhire ae,Navigational,30,39,1.66,0.66,0,23,0,0,0,,https://cargaragefinder.ae/directory/ezhire-technologies-car-rental-dubai,,,,124
ezhire cars,Navigational,30,43,0.87,0.57,0,22,0,0,0,,https://cargaragefinder.ae/directory/ezhire-technologies-car-rental-dubai,,,,135
fix ac in car,Informational,30,17,3.64,0.55,0,0,0,0,6,,,,,https://www.autopro.ae/additional-services/air-conditionning,133
fix tyre near me,Commercial,30,19,2.55,0.39,0,0,0,0,6,,,,,https://www.autopro.ae/tyres,130
fleet management services,Informational,30,39,0.83,0.54,0,0,0,0,38,,,,,https://www.autopro.ae/fleet-services,136
fleet management uae,"Informational, Transactional",30,16,2.47,0.67,0,0,0,0,27,,,,,https://www.autopro.ae/fleet-services,26700000
ford al tayer dubai,Navigational,30,26,0.43,0.37,0,29,0,0,0,,https://cargaragefinder.ae/directory/al-tayer-motors-ford-showroom-road-dubai,,,,0
ford sharjah showroom,"Informational, Transactional",30,19,0.47,0.21,0,68,0,0,0,,https://cargaragefinder.ae/directory/al-tayer-motors-ford-showroom-road-dubai,,,,99
ford spare parts al quoz,Commercial,30,6,0.47,0.53,0,0,0,17,0,,,,https://bestserviceuae.com/garage/powered-by-ford-auto-spare-part-trading/,,108
ford uae abu dhabi,Commercial,30,17,1.09,0.73,0,38,0,0,0,,https://cargaragefinder.ae/directory/premier-motors-ford-showroom-rowdhat-abu-dhabi,,,,106
full car wash price,Informational,30,22,0.65,0.66,0,0,0,0,4,,,,,https://www.autopro.ae/prowash,136
full detail car wash,Commercial,30,31,0.57,1.00,0,0,0,0,15,,,,,https://www.autopro.ae/additional-services/detailing,136
futtaim automall abu dhabi,Navigational,30,29,0.50,0.31,0,0,10,0,0,,,https://www.mechanicar.com/united-arab-emirates/abu-dhabi/al-futtaim-automall,,,11500
future tyres dubai,Commercial,30,24,1.05,0.46,0,38,4,27,0,,https://cargaragefinder.ae/directory/tyre-future-shop-dubai,https://www.mechanicar.com/united-arab-emirates/dubai/future-tyres-trading-ras-al-khor,https://bestserviceuae.com/garage/future-tyres-trading/,,97
garage in dip 2,Commercial,30,30,2.01,0.84,0,0,0,62,23,,,,https://bestserviceuae.com/garage/master-mechanics-garage-llc-car-service-car-repair-car-maintenance-car-ac-service-in-dip-2/,https://www.autopro.ae/,38600000
garages open now,Commercial,30,11,2.40,0.60,0,0,0,0,21,,,,,https://www.autopro.ae/,134
gearbox oil change cost,Informational,30,13,1.13,0.83,0,0,0,0,56,,,,,https://www.autopro.ae/oil-change?csrt=8377928392413804044,117
german auto care dubai,Navigational,30,18,2.65,0.55,0,0,0,59,0,,,,https://bestserviceuae.com/garage/german-auto-care/,,105
german car service near me,Commercial,30,8,3.69,0.78,0,0,0,70,0,,,,https://bestserviceuae.com/dubai/german-specialist/,,132
german garage near me,Commercial,30,8,2.19,0.47,0,53,0,0,0,,https://cargaragefinder.ae/news/best-garages-german-cars-dubai,,,,126
goodyear dubai,Commercial,30,19,1.78,0.84,0,0,0,0,75,,,,,https://www.autopro.ae/tyres,104
goodyear tyre dealer near me,Commercial,30,16,0.99,1.00,0,0,0,0,57,,,,,https://www.autopro.ae/tyres,105
hardees business bay,Informational,30,19,1.70,0.06,0,0,0,0,44,,,,,https://www.autopro.ae/store-locator,76900
hi tech auto care,Commercial,30,12,1.25,0.27,0,0,12,15,0,,,https://www.mechanicar.com/united-arab-emirates/sharjah/high-tech-auto-maintenance-centre,https://bestserviceuae.com/garage/hitech-auto-center-sharjah-branch/,,87
home car service near me,Transactional,30,6,2.25,0.96,0,0,0,0,12,,,,,https://www.autopro.ae/additional-services/mobile-vehicle,134
home service tyre change,"Commercial, Informational",30,16,2.94,0.93,0,0,0,0,64,,,,,https://www.autopro.ae/tyres,135
home tire repair,Commercial,30,19,4.59,0.99,0,66,0,0,0,,https://cargaragefinder.ae/directory/mobile-tire-shop-home-service-only-dubai,,,,136
honda civic battery price,Informational,30,4,3.91,0.92,0,0,0,0,65,,,,,https://www.autopro.ae/additional-services/battery,46400000
honda service center ajman,Navigational,30,11,1.18,0.26,0,30,0,25,0,,https://cargaragefinder.ae/directory/naf-honda-spare-parts-ajman,,https://bestserviceuae.com/garage/honda-64500/,,98
honda service offers,Informational,30,15,2.12,0.43,0,0,0,0,47,,,,,https://www.autopro.ae/promotions,111
how much is a new car battery,Informational,30,13,4.38,0.31,0,0,0,0,25,,,,,https://www.autopro.ae/additional-services/battery,115
how much is a wheel alignment,Informational,30,27,1.06,0.70,0,0,0,0,63,,,,,https://www.autopro.ae/tyres,115
how much tint is allowed in dubai,Informational,30,6,1.02,0.40,0,70,0,0,0,,https://cargaragefinder.ae/news/uae-car-tinting-laws,,,,10400000
hunter tyres ajman,Informational,30,19,0.84,0.19,0,0,0,0,44,,,,,https://www.autopro.ae/tyres,111
hybrid car repair,Commercial,30,9,1.17,0.78,0,0,0,67,0,,,,https://bestserviceuae.com/garage/hybrid-auto-repair-workshop/,,123
hyundai accent battery,Informational,30,9,8.65,0.97,0,0,0,0,59,,,,,https://www.autopro.ae/additional-services/battery,174
hyundai fujairah,Transactional,30,19,0.50,0.21,0,0,0,26,0,,,,https://bestserviceuae.com/garage/hyundai-service-center-fujairah/,,107
infiniti repair dubai,Commercial,30,9,3.80,0.09,0,69,0,0,0,,https://cargaragefinder.ae/directory/infiniti-service-center-arabian-dubai,,,,106
infiniti service center dubai contact number,Navigational,30,-1,0.83,0.43,0,67,0,0,0,,https://cargaragefinder.ae/directory/infiniti-service-center-arabian-dubai,,,,107
inside car cleaning,Commercial,30,17,2.25,1.00,0,0,0,0,32,,,,,https://www.autopro.ae/additional-services/detailing,135
interior detailing near me,Commercial,30,16,1.69,0.71,0,0,0,0,9,,,,,https://www.autopro.ae/additional-services/detailing,64100000
jaguar showroom,Commercial,30,22,13.40,0.17,0,31,0,0,0,,https://cargaragefinder.ae/directory/al-tayer-motors-jaguar-showroom-fujairah,,,,108
jeep accessories sharjah,Commercial,30,9,0.36,1.00,0,19,0,0,0,,https://cargaragefinder.ae/directory/black-horse-jeep-accessories-sharjah,,,,173
jeep modification dubai,Commercial,30,23,1.86,0.70,0,25,0,0,0,,https://cargaragefinder.ae/directory/jeep-service-and-modification-center-dubai,,,,135
jeep parts sharjah,Commercial,30,9,0.78,0.72,0,26,0,0,0,,https://cargaragefinder.ae/directory/black-horse-jeep-accessories-sharjah,,,,108
jump start car service near me,Commercial,30,9,8.32,0.86,0,0,0,0,72,,,,,https://www.autopro.ae/additional-services/mobile-vehicle,115
kia uae service,Navigational,30,16,1.77,0.50,0,49,0,55,0,,https://cargaragefinder.ae/directory/kia-service-center-dubai,,https://bestserviceuae.com/garage/kia-service-center-sharjah/,,109
km garage dubai,Informational,30,11,1.46,0.12,0,46,0,36,0,,https://cargaragefinder.ae/directory/km-auto-center-km-group-ras-al-khaimah,,https://bestserviceuae.com/garage/km-garage-rashidiya/,,106
land rover service center sheikh zayed road,Commercial,30,16,2.30,0.54,0,31,0,0,0,,https://cargaragefinder.ae/directory/land-rover-authorised-repairer-al-tayer-dubai,,,,106
legal tint in dubai,Informational,30,9,1.53,0.36,0,68,0,0,0,,https://cargaragefinder.ae/news/uae-car-tinting-laws,,,,106
lexus workshop sharjah,Informational,30,9,1.27,0.38,0,0,0,41,0,,,,https://bestserviceuae.com/garage/lexus-showroom-sharjah/,,117
liberty tyres,Commercial,30,13,0.95,0.31,0,0,0,0,56,,,,,https://www.autopro.ae/tyres,108
luxury car repair,Commercial,30,33,2.98,0.58,0,86,0,0,0,,https://cargaragefinder.ae/directory/luxury-auto-service-centre-dubai,,,,132
luxury car storage dubai,Commercial,30,10,1.75,0.67,0,43,0,0,0,,https://cargaragefinder.ae/directory/the-vault-vip-car-storage-dubai,,,,125
madar rent a car,Navigational,30,19,1.21,0.42,0,10,0,0,0,,https://cargaragefinder.ae/directory/madar-rent-a-car-dubai,,,,96
majestic car care dubai,"Informational, Transactional",30,25,2.29,0.45,0,0,4,0,33,,,https://www.mechanicar.com/united-arab-emirates/dubai/majestic-car-care,,https://www.autopro.ae/additional-services/detailing,125
maximum rent a car ras al khaimah,Informational,30,16,0.58,0.35,0,55,0,0,0,,https://cargaragefinder.ae/directory/al-mas-rent-a-car-ras-al-khaimah,,,,99
maximum rent a car sharjah,Navigational,30,12,3.85,0.40,0,17,0,0,0,,https://cargaragefinder.ae/directory/maximum-rent-a-car-al-qulaiaah-sharjah,,,,106
mazda garage dubai,Transactional,30,-1,1.72,0.81,0,50,0,0,0,,https://cargaragefinder.ae/directory/mazda-service-and-parts-shop-dubai,,,,109
mazda repair near me,Transactional,30,13,2.11,0.67,0,64,0,0,0,,https://cargaragefinder.ae/directory/mazda-service-and-parts-shop-dubai,,,,118
menzerna dubai,"Informational, Transactional",30,17,1.52,0.27,0,0,0,0,57,,,,,https://www.autopro.ae/additional-services/detailing,111
mercedes benz customer service,"Informational, Transactional",30,13,2.72,0.58,0,93,0,0,0,,https://cargaragefinder.ae/directory/mercedes-benz-service-center-emc-abu-dhabi,,,,277000000
mercedes benz shop,Commercial,30,47,0.90,0.63,0,36,0,0,0,,https://cargaragefinder.ae/directory/mercedes-benz-boutique-emc-abu-dhabi,,,,104
mercedes mussafah abu dhabi,Commercial,30,14,1.92,0.44,0,41,0,38,0,,https://cargaragefinder.ae/directory/mercedes-benz-showroom-emc-abu-dhabi,,https://bestserviceuae.com/garage/mercedes-workshop-musaffah/,,106
mercedes oil change near me,Commercial,30,7,8.62,0.55,0,0,0,0,35,,,,,https://www.autopro.ae/,135
mercedes service center deira,"Informational, Navigational",30,17,1.88,0.43,0,0,0,42,0,,,,https://bestserviceuae.com/garage/gargash-mercedes-benz-parts-and-accessories-centre-deira/,,135000
mercedes store,Informational,30,36,0.27,0.59,0,44,0,0,0,,https://cargaragefinder.ae/directory/mercedes-benz-boutique-emc-abu-dhabi,,,,177
mg car showroom in dubai,Commercial,30,21,0.57,0.77,0,40,0,0,0,,https://cargaragefinder.ae/directory/mg-motor-showroom-abu-dhabi,,,,105
mg fujairah,Informational,30,16,0.59,0.25,0,17,0,0,0,,https://cargaragefinder.ae/directory/mg-motor-showroom-fujairah,,,,788000
mg garage,Commercial,30,25,2.32,0.66,0,59,0,0,0,,https://cargaragefinder.ae/directory/mg-motor-showroom-dubai,,,,104
mg in uae,Navigational,30,29,1.45,0.24,0,81,0,0,0,,https://cargaragefinder.ae/directory/mg-motor-showroom-dubai,,,,145
mobile battery service,Commercial,30,26,10.35,0.97,0,0,0,0,28,,,,,https://www.autopro.ae/additional-services/mobile-vehicle,123
mobile car wash service dubai,Commercial,30,26,0.70,0.71,0,0,0,0,38,,,,,https://www.autopro.ae/prowash,135
mobile garage service,Informational,30,12,3.27,0.56,0,55,0,0,10,,https://cargaragefinder.ae/directory/the-mobile-mechanic-dubai,,,https://www.autopro.ae/additional-services/mobile-vehicle,136
mobile oil change near me,Commercial,30,9,1.63,0.71,0,0,0,65,40,,,,https://bestserviceuae.com/dubai/oil-change/,https://www.autopro.ae/,130
